function	Stewart.CO10spitDNA.Project12.Integrated	Stewart.CO10stoolDNA.Project12.Integrated	Stewart.CO10swabDNA.Project12.Integrated	Stewart.CO1spitDNA.Project10	Stewart.CO1stoolDNA.Project10	Stewart.CO1swabDNA.Project10	Stewart.CO2spitDNA.Project10	Stewart.CO2stoolDNA.Project10	Stewart.CO2swabDNA.Project10	Stewart.CO3spitDNA.Project10	Stewart.CO3stoolDNA.Project10	Stewart.CO3swabDNA.Project10	Stewart.CO4spitDNA.Project10	Stewart.CO4stoolDNA.Project10	Stewart.CO4swabDNA.Project10	Stewart.CO5spitDNA.Project10	Stewart.CO5stoolDNA.Project10	Stewart.CO5swabDNA.Project10	Stewart.CO6spitDNA.Project10	Stewart.CO6stoolDNA.Project10	Stewart.CO6swabDNA.Project10	Stewart.CO7spitDNA.Project10	Stewart.CO7stoolDNA.Project10	Stewart.CO7swabDNA.Project10	Stewart.CO8spitDNA.Project10	Stewart.CO8stoolDNA.Project10	Stewart.CO8swabDNA.Project10	Stewart.CO9spitDNA.Project10	Stewart.CO9stoolDNA.Project10	Stewart.CO9swabDNA.Project10	Stewart.EC10spitDNA.Project12.Integrated	Stewart.EC10stoolDNA.Project12.Integrated	Stewart.EC10swabDNA.Project12.Integrated	Stewart.EC11spitDNA.Project12.Integrated	Stewart.EC11stoolDNA.Project12.Integrated	Stewart.EC11swabDNA.Project12.Integrated	Stewart.EC1spitDNA.Pool264	Stewart.EC1stoolDNA.Pool264	Stewart.EC1swabDNA.Pool264	Stewart.EC2spitDNA.Pool264	Stewart.EC2stoolDNA.Pool264	Stewart.EC2swabDNA.Pool264	Stewart.EC3spitDNA.Pool264	Stewart.EC3stoolDNA.Pool264	Stewart.EC3swabDNA.Pool264	Stewart.EC4spitDNA.Pool264	Stewart.EC4stoolDNA.Pool264	Stewart.EC4swabDNA.Pool264	Stewart.EC6spitDNA.Pool264	Stewart.EC6stoolDNA.Pool264	Stewart.EC6swabDNA.Pool264	Stewart.EC7spitDNA.Project10	Stewart.EC7stoolDNA.Project10	Stewart.EC7swabDNA.Project10	Stewart.EC8spitDNA.Project10	Stewart.EC8stoolDNA.Project10	Stewart.EC8swabDNA.Project10	Stewart.EC9spitDNA.Project10	Stewart.EC9stoolDNA.Project10	Stewart.EC9swabDNA.Project10	Stewart.TS10spitDNA.Project12.Integrated	Stewart.TS10stoolDNA.Project12.Integrated	Stewart.TS10swabDNA.Project12.Integrated	Stewart.TS11spitDNA.Project12.Integrated	Stewart.TS11stoolDNA.Project12.Integrated	Stewart.TS11swabDNA.Project12.Integrated	Stewart.TS12spitDNA.Project12.Integrated	Stewart.TS12stoolDNA.Project12.Integrated	Stewart.TS12swabDNA.Project12.Integrated	Stewart.TS1spitDNA.Pool264	Stewart.TS1stoolDNA.Pool264	Stewart.TS1swabDNA.Pool264	Stewart.TS2spitDNA.Pool264	Stewart.TS2stoolDNA.Pool264	Stewart.TS2swabDNA.Pool264	Stewart.TS3spitDNA.Pool264	Stewart.TS3stoolDNA.Pool264	Stewart.TS3swabDNA.Pool264	Stewart.TS4spitDNA.Pool264	Stewart.TS4stoolDNA.Pool264	Stewart.TS4swabDNA.Pool264	Stewart.TS5spitDNA.Pool264	Stewart.TS5stoolDNA.Pool264	Stewart.TS5swabDNA.Pool264	Stewart.TS8spitDNA.Project10	Stewart.TS8stoolDNA.Project10	Stewart.TS8swabDNA.Project10	Stewart.TS9spitDNA.Project12.Integrated	Stewart.TS9stoolDNA.Project12.Integrated	Stewart.TS9swabDNA.Project12.Integrated
1.14.12.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.13.59-RXN	8.0	0.0	0.0	26.0	0.0	10.0	0.0	0.0	0.0	40.0	2.0	43.0	17.0	0.0	0.0	23.0	0.0	12.0	23.0	0.0	9.0	24.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	20.5	0.0	7.33	0.67	0.0	0.0	0.0	0.0	11.33	14.0	0.0	0.0	57.38	0.0	512.0	0.0	0.0	29.5	18.0	0.0	10.0	11.0	0.0	26.0	8.0	0.0	0.0	35.0	0.0	9.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.5	6.0	0.0	0.0	8.0	0.0	9.0	6.0	0.0	0.0
1.14.19.1-RXN	236.8	0.0	59.2	87.4	0.0	82.4	343.0	0.0	20.8	134.4	0.0	59.8	738.4	0.0	268.0	451.2	0.0	79.39999999999999	97.6	3.5	22.8	37.6	0.0	35.0	158.4	0.0	124.0	194.6	0.0	524.4	0.0	0.0	0.0	49.6	0.0	54.0	151.6	0.0	46.6	50.6	0.0	16.66	79.74	0.0	0.0	8.8	0.0	192.26	366.2	0.0	0.0	581.1	0.0	60.0	502.0	0.0	175.0	80.0	0.0	49.8	64.8	0.0	2.0	25.6	0.0	36.8	198.2	0.0	56.8	56.8	0.0	123.2	37.06	0.0	20.4	10.0	0.0	0.0	39.2	0.0	49.8	137.4	0.0	272.0	693.0	0.0	107.2	104.0	0.0	108.8
1.14.19.3-RXN	12.0	0.0	0.0	29.0	0.43	10.0	3.0	0.0	0.0	141.0	0.0	103.0	27.0	1.71	0.0	23.0	0.0	12.0	23.0	0.0	9.0	24.0	0.0	23.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	2.29	6.5	20.5	0.0	13.33	0.67	0.0	0.0	0.0	0.0	32.33	18.0	6.29	0.0	85.71000000000001	0.0	514.0	9.0	0.0	38.0	18.0	0.0	10.29	11.0	0.0	26.0	8.0	0.0	0.0	35.0	0.0	9.0	6.0	0.0	4.0	17.33	0.0	0.0	5.0	0.0	0.0	33.0	0.0	0.5	6.0	0.0	0.0	27.0	0.57	9.29	6.0	0.0	0.0
1.14.21.6-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.5	0.0	0.33	0.67	0.0	0.0	0.0	0.0	11.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.15.1.2-RXN	2984.8	4670.0	976.75	2340.19	16090.7	1274.25	2262.71	7521.280000000001	77.0	4785.34	14759.8	357.63	5427.21	9648.77	546.5	4653.82	16395.0	3759.03	3679.99	14038.76	385.5	3223.66	13284.79	618.39	4808.23	18171.88	1663.0	2395.75	16689.43	1196.33	1100.42	5887.87	1028.67	4281.67	11057.170000000002	4574.0	3616.25	8084.0	439.42	937.75	10983.17	297.0	666.66	16698.6	70.5	2577.08	13933.5	732.8299999999999	7478.25	4631.01	2403.0	16266.16	9045.94	2671.58	3973.17	10870.28	1444.33	4944.7	9795.17	2240.0	3535.42	17537.53	1038.5	4466.09	5532.71	821.25	3061.25	13193.86	886.0	8219.25	9574.7	4300.0	3532.2	8276.599999999999	208.0	2855.17	15919.06	67.0	1980.83	4500.27	1954.0	3087.35	10821.92	816.75	4427.9	13606.85	804.8	4362.32	13135.95	1408.58
1.17.1.1-RXN	1993.59	1196.77	255.17	2275.92	3676.06	1328.51	2824.0	2393.9700000000003	68.5	1003.67	2186.5	384.41	2348.59	1109.38	204.58	1609.01	1054.33	1980.24	2327.08	1598.17	517.25	2480.59	1516.3000000000002	618.59	1072.92	2503.66	510.5	949.5	1819.0	1232.33	415.09	1096.8	46.0	399.42	1708.13	551.66	1047.5	960.96	962.83	1231.75	468.0	1083.59	4687.75	2497.5	1018.5	76.42	1387.93	185.92	1466.25	710.49	27.5	5979.75	1274.9	1848.34	1609.0	1131.57	1824.84	303.33	1114.2	128.20999999999998	1030.0	1029.13	597.83	315.83	627.4	34.5	300.25	435.33	41.67	327.67	468.33	310.75	237.5	372.17	7.75	613.25	1890.16	9.75	258.41	222.5	162.75	588.5	667.47	444.41	2032.93	2466.57	348.95	283.76	508.0	125.67
1.17.4.2-RXN	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	468.0	80.0	209.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	380.0	0.0	42.0	0.0	0.0	0.0	221.0	0.0	32.0	29.0	0.0	0.0	0.0	0.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	2.0	0.0	52.0	7.0	0.0
1.18.1.2-RXN	7171.380000000001	8046.26	6210.709999999999	7667.9	19213.47	7277.25	5899.08	9357.53	13831.7	5532.12	16739.46	10923.33	6375.2	9687.23	3154.0	7038.76	15682.17	10112.22	6892.71	13365.29	8777.130000000001	5196.92	13975.69	7137.58	4882.52	17057.559999999998	7522.3	6018.96	17266.41	8305.45	7459.85	9255.59	6429.599999999999	3723.93	13502.7	6664.81	3591.0	8894.34	4482.07	5610.0	11185.14	5347.96	9983.29	16219.18	3634.02	6977.66	13849.73	5130.1	4281.87	7498.050000000001	3792.87	21649.63	10885.67	10706.37	7140.09	10138.05	19737.78	7454.01	12057.54	10453.29	5501.22	10168.31	8199.61	9276.09	7182.1900000000005	10233.82	7587.09	7818.43	10917.320000000002	2703.1	3808.45	2953.96	4678.2	4392.85	4420.5	2438.1	16637.29	5033.129999999999	5757.43	4375.219999999999	4510.51	6552.18	9695.6	5810.07	3807.41	15045.99	2278.2200000000003	8163.65	4900.93	9648.53
1.2.1.2-RXN	4102.61	3896.2	18274.03	22879.93	6445.78	8658.61	14328.2	5600.74	1644.65	6491.25	4487.47	7908.0	6957.5	3236.95	1403.51	11657.54	4150.04	6733.04	15721.58	3105.04	23877.51	14638.46	8133.76	21045.63	11798.75	1829.73	10986.48	17487.67	5585.96	11882.34	1849.26	4820.360000000001	513.47	6438.839999999999	5510.09	3891.33	10171.85	3341.5199999999995	7259.17	8562.86	2587.27	17752.660000000003	19960.45	2454.44	43082.0	42.35	4506.4	223.11	5629.19	3144.41	665.34	24241.5	4037.86	7587.049999999999	7981.58	4117.300000000001	14722.920000000002	1087.2600000000002	4290.56	447.15	11440.51	2520.86	10413.48	738.33	3145.34	183.99	2426.19	2403.34	737.51	4236.65	804.37	744.7	2232.42	930.9	65.83	9906.68	5278.33	674.33	15213.79	1974.43	4302.53	7457.360000000001	4440.96	2873.32	9397.57	4169.75	5512.41	2955.3500000000004	1014.1	1448.03
1.2.1.27-RXN	1578.0	1016.17	181.33	522.59	1326.5	540.0	366.25	195.17	3.33	596.0799999999999	1159.9	216.33	248.34000000000003	305.17	787.0	613.16	737.0	231.67	566.3299999999999	625.42	665.0	430.67	551.9000000000001	418.33	164.0	996.66	677.33	1950.33	1032.5	1988.67	52.0	261.0	90.0	970.33	201.23	631.5	1032.0	455.17	458.5	264.5	893.5	70.0	130.67000000000002	325.5	36.0	162.67000000000002	826.3300000000002	907.66	305.67	738.0	4.67	2780.8900000000003	379.5	1441.67	645.34	399.77	2107.67	478.33	596.0	273.67	258.5	532.33	221.0	2665.67	927.0	1090.67	649.6700000000001	769.33	883.6700000000001	19.33	309.33	124.33	402.33	473.17	157.0	68.33	1470.16	0.0	284.25	184.0	553.83	235.33	794.17	277.0	410.67	1131.9	148.0	482.5	263.0	220.67
1.2.1.32-RXN	102.5	876.0	7.75	27.5	1213.55	22.25	28.5	304.75	0.0	41.75	1108.0	21.0	108.75	516.25	19.0	110.5	702.5	56.25	56.75	538.1700000000001	9.0	4.25	470.8	10.0	63.75	1109.0	71.0	16.5	1030.42	21.5	9.25	184.8	28.75	42.0	285.25	26.5	58.25	494.0	5.5	5.5	938.0	2.5	5.5	527.0	4.75	2.25	759.6	15.5	79.0	895.2	0.0	283.0	697.4	71.0	73.0	580.5	52.25	51.5	630.0	29.25	89.75	347.5	76.0	45.0	458.0	19.75	37.25	587.67	39.75	16.0	156.5	54.75	59.75	449.0	1.75	1.75	1602.0	0.5	20.5	170.75	19.25	24.75	700.0	18.25	47.5	844.25	18.5	93.25	166.0	76.5
1.2.1.45-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.2.1.54-RXN	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.2.1.58-RXN	17.0	304.0	0.0	0.0	333.0	22.0	0.0	882.0	0.0	0.0	262.0	0.0	3.0	153.0	0.0	14.0	87.34	0.0	0.0	67.0	0.0	8.0	93.66	6.0	18.0	76.66	0.0	2.0	109.66	0.0	0.0	222.0	3.0	0.0	311.66	6.0	0.0	210.0	0.0	0.0	418.0	0.0	0.0	48.34	0.0	0.0	170.0	0.0	0.0	266.0	0.0	42.0	77.66	0.0	3.0	1000.0	0.0	0.0	143.66	0.0	0.0	61.66	0.0	6.0	76.0	0.0	0.0	75.0	0.0	0.0	42.34	6.0	12.0	29.0	0.0	0.0	385.0	0.0	2.0	127.0	0.0	0.0	171.66	0.0	20.0	643.0	0.0	4.0	62.0	6.0
1.2.1.66-RXN	1601.0	0.0	355.16	202.0	1.67	357.67	258.17	0.0	41.67	1274.0	0.0	4696.66	181.0	0.0	729.3299999999999	550.67	3.67	178.34	341.5	0.0	507.16	176.84	0.0	260.66	157.32999999999998	0.0	907.0	2612.16	1.0	3213.67	283.5	0.0	1157.0	1012.0	3.0	634.99	1155.0	0.0	1366.34	791.5	0.0	668.0	341.0	0.0	531.67	387.34	4.5	1410.33	215.5	0.0	11.67	2222.34	0.0	650.01	204.17	0.0	391.16	891.16	0.0	348.84000000000003	435.0	0.0	695.34	2679.67	2.0	1435.01	647.1700000000001	2.0	1081.17	9.33	0.0	127.83	517.84	0.0	209.0	59.0	0.0	42.33	2693.5	0.0	968.66	246.66	0.0	391.17	417.34	0.0	201.33	418.33	0.0	247.33
1.2.1.9-RXN	2470.02	129.22	5305.2	2643.62	1261.24	3647.35	2492.33	281.5	16109.6	2703.2	368.89	7530.73	3398.15	310.38	1894.38	3055.54	883.67	4457.05	2123.07	381.72	7001.7	2329.9	445.8	6989.24	1953.5	1510.22	4649.55	604.0999999999999	583.3299999999999	1232.97	7773.57	389.24	7246.7	1285.7	631.1700000000001	2772.48	378.65	187.0	1266.23	2242.4500000000003	57.0	2517.22	1261.5500000000002	1992.56	1031.85	2056.9300000000003	218.6	2583.9300000000003	1251.77	29.67	4147.0	3815.76	380.17	2709.6	2454.02	118.0	19728.17	2216.37	56.22	8976.92	2334.87	88.0	6160.5	3134.92	29.2	8041.200000000001	4131.849999999999	30.5	9082.6	661.63	176.67	1828.28	1270.6	5.0	4248.1	636.75	254.0	4989.5	1240.51	4.0	2969.7	2665.35	817.28	3967.03	2096.95	747.0	1708.93	2217.24	97.33	5666.53
1.2.3.3-RXN	3426.5	107.67	4699.83	2258.42	320.1	3215.0	1554.17	167.32999999999998	13582.0	2157.58	266.67	4749.83	1131.92	91.38	1261.33	2207.58	179.67000000000002	4131.77	2014.25	159.67000000000002	4510.75	1280.92	93.17	5623.73	1527.6	141.0	3396.58	3516.33	295.67	3284.92	5995.3	1626.5	4762.4	1740.0	179.0	2094.08	1670.0	125.29	1266.67	2007.5	8.0	2247.17	1281.8	253.22	1088.5	2268.67	299.0	2040.83	1067.67	203.09	3394.67	4566.610000000001	158.4	2148.67	1942.34	95.0	14493.4	3798.78	27.0	7200.29	1637.0	167.0	5016.5	5099.92	15.0	7311.92	3946.75	68.0	8281.42	277.33	57.0	1282.58	2264.92	73.0	3911.5	527.33	365.5	4745.0	1119.0	1.67	2117.08	2112.58	95.33	3460.75	1356.42	174.57	1594.79	2384.33	35.0	5848.0
1.2.4.4-RXN	1113.5	116.4	687.99	1007.83	818.8100000000001	1342.84	1093.67	873.9399999999999	2642.34	1520.67	406.1	8053.99	364.33	188.17	170.49	803.01	384.07	403.38	1028.0	200.1	632.3199999999999	1194.51	676.37	1799.29	768.3599999999999	122.73	698.1700000000001	925.99	666.5999999999999	2456.17	2383.6	682.0	4190.3	903.5	575.2	349.65	729.0	947.57	1548.01	1423.0	390.9	1630.83	670.1	134.8	819.84	390.01	338.5	1093.5300000000002	458.33	248.14	1398.17	4396.03	669.07	545.35	928.0	419.2000000000001	6038.62	914.39	433.6	499.91	657.5	123.70000000000002	1342.68	593.6700000000001	206.4	1080.85	650.84	268.63	576.6700000000001	169.82999999999998	9.2	148.32999999999998	527.11	50.4	792.0	922.17	219.4	343.16	2844.0	153.47	1091.49	414.49	218.4	455.34	1213.51	721.8000000000001	341.16	246.83	52.0	181.66
1.2.7.4-RXN	1116.05	3141.38	216.5	758.59	8148.700000000001	632.49	605.16	3183.9700000000003	7.0	1034.09	4422.41	316.16	2068.71	2975.75	179.92000000000002	1607.65	3226.07	377.33	989.57	5335.74	168.0	762.83	5063.929999999999	214.92	1356.3200000000002	5081.12	834.21	2494.29	5345.86	1450.25	325.59	2155.59	185.75	878.0899999999999	4208.53	235.58	2441.83	3089.88	461.51	360.25	3608.04	222.5	266.33	4140.07	63.0	3172.59	4685.1	457.09	1428.25	2924.49	23.5	4458.08	3560.2300000000005	523.5	967.33	3049.11	427.16	2151.66	4818.0	675.4200000000001	696.3299999999999	3563.9700000000003	175.32999999999998	1769.5	1988.0	386.67	939.42	2178.03	166.34	624.9100000000001	1689.33	723.91	1074.29	1716.17	191.5	811.0899999999999	7816.66	22.08	796.5	1724.4299999999998	1101.83	948.09	3777.33	451.0	1684.41	6239.38	431.08	1191.08	1488.0	449.17
1.2.7.5-RXN	249.0	673.1700000000001	105.0	12.0	2769.26	47.0	60.0	2300.17	0.0	4.0	4576.9	0.0	49.0	2713.88	0.0	149.0	5433.33	420.0	189.0	2219.67	0.0	35.0	2294.9	22.0	152.0	5643.66	216.0	2.0	3689.29	14.0	6.0	169.5	23.0	0.0	2016.23	24.0	3.0	2134.96	12.0	18.0	4150.0	21.0	26.0	3858.5	0.0	0.0	3507.33	30.0	4.0	436.29	0.0	662.71	1194.5	302.0	192.0	3587.77	154.0	123.0	1415.5	61.29	105.0	1532.33	37.0	79.67	210.86	0.0	62.0	3272.33	79.0	8.0	753.3299999999999	85.0	214.0	1234.17	0.0	5.0	3805.16	0.0	0.0	1102.0	4.0	228.0	1824.67	35.0	144.0	3684.97	47.29	56.0	1502.0	25.0
1.2.7.7-RXN	0.0	10.0	4.0	0.0	21.0	0.0	0.0	102.0	0.0	0.0	111.33	0.0	0.0	98.67	0.0	0.0	22.0	0.0	0.0	86.67	0.0	0.0	36.0	0.0	0.0	29.0	0.0	0.0	183.58	0.0	6.0	678.5	4.0	0.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	3.0	14.0	73.0	0.0	57.0	86.0	24.0	20.0	21.0	13.0	0.0	48.0	0.0	0.0	6.0	0.0	0.0	55.72	0.0	4.0	112.0	4.0	0.0	14.33	0.0	6.0	0.0	0.0	0.0	40.5	0.0	20.0	30.0	0.0	44.0	69.84	7.0	0.0	111.34	0.0	0.0	64.0	10.0
1.2.7.8-RXN	1854.52	7991.58	839.5799999999999	857.02	15765.44	624.99	1212.79	12586.36	75.0	978.67	10003.04	287.16	1891.84	15465.590000000004	302.25	1763.39	9685.24	1190.46	1060.06	8415.55	270.0	1517.24	19418.68	294.76	2078.38	10911.75	1805.0	3127.58	15432.6	2138.4	455.3399999999999	10697.02	549.0	1599.92	18564.6	2593.33	2743.33	10076.06	436.34	412.75	7908.99	231.0	429.83	15192.48	24.25	3150.0	3524.65	481.23	2929.59	6777.2	2378.5	8363.49	12414.5	2517.88	1593.67	8932.98	880.9099999999999	3092.6500000000005	7642.9	1056.44	1235.92	4017.48	985.0	2604.3500000000004	4430.9400000000005	777.17	3527.17	3382.1800000000003	1371.67	1527.5700000000002	2452.6800000000003	1205.32	1673.6	2160.84	220.25	1301.34	6869.38	76.58	1616.66	3298.1000000000004	1765.83	2725.7	6983.619999999999	630.5	2338.55	10428.01	572.86	8209.5	2212.46	4909.16
1.2.99.7-RXN	17.0	2513.0	0.0	11.0	3751.0	0.0	0.0	1828.0	0.0	0.0	2461.4	0.0	6.0	1128.0	0.0	14.0	1216.0	6.0	2.0	2243.0	0.0	8.0	4744.4	7.0	18.0	1947.0	10.0	2.0	2786.29	9.0	6.0	1129.0	7.0	0.0	1701.4	6.0	0.0	1277.0	0.0	0.0	2008.0	0.0	12.0	1693.0	0.0	0.0	2863.0	15.0	0.0	2109.0	0.0	62.0	1995.0	33.0	17.0	1612.6	13.0	5.0	3471.0	5.0	0.0	1682.0	19.0	6.0	1196.86	0.0	23.0	1226.0	21.0	2.0	675.0	6.0	175.0	1025.0	0.0	0.0	4630.0	0.0	0.0	948.0	0.0	44.0	1623.0	7.0	28.0	2847.4	8.0	12.0	751.0	9.0
1.20.1.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.20.98.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.21.4.1-RXN	4113.5	2130.51	436.0	353.85	1130.0	383.04	958.5	1002.99	1.4	745.0	967.51	187.0	1520.3	947.0	116.75	1227.55	910.49	448.95	752.25	1994.51	44.75	1183.25	2724.0	337.65	882.6	3127.98	931.25	666.0	1412.0	782.59	35.4	653.0	81.2	748.25	2500.01	818.1	472.25	846.49	2.5	167.15	1384.01	28.75	3571.5	1372.99	51.75	48.0	1529.0	93.0	785.0	1030.99	1.0	9874.7	1072.0	931.8	949.75	1176.5	454.25	198.5	1027.51	131.25	800.0	1355.51	419.0	660.25	1287.49	82.0	679.0	1387.99	294.0	362.5	478.0	530.75	156.01	479.99	17.25	306.75	1907.51	0.0	183.9	140.0	155.9	316.25	1394.0	82.25	851.25	1122.01	176.5	1030.25	669.99	488.75
1.21.4.3-RXN	5996.57	2019.08	1033.82	570.0699999999999	1708.6	574.39	1706.82	2330.52	0.0	1150.57	1430.68	301.0	2156.0	1418.66	323.25	1975.11	1016.32	1328.39	1356.18	2988.68	64.18	2571.57	3130.6	715.36	1606.68	5270.64	1548.07	890.68	2176.45	1045.82	318.0	1178.6	176.68	1311.43	3161.88	2684.07	492.43	1355.32	22.18	307.93	1782.68	92.93	4774.57	2164.32	82.25	68.0	2091.2	130.68	1661.75	1999.72	4.0	19431.25	1784.8	2946.82	1968.86	1650.6	1126.43	1290.57	1796.48	443.5	1071.18	1889.88	1087.32	1441.93	1183.22	292.18	1647.75	1659.32	388.5	1286.68	770.0	676.4300000000001	392.68	654.3199999999999	62.32	818.8199999999999	2689.68	17.32	1005.18	244.0	380.0	1724.68	2282.2	330.57	1499.75	1672.68	340.5	1881.68	778.3199999999999	968.68
1.21.4.4-RXN	6115.23	2259.08	1122.48	557.73	1824.6	577.55	1628.48	1886.52	0.0	1259.98	1466.68	345.0	2188.75	1429.0	391.25	2038.54	1155.32	1485.71	1231.02	2812.68	73.52	2589.48	3465.6	715.04	1565.52	4556.64	1582.73	892.02	2278.45	1039.82	330.0	1088.6	194.02	1385.02	3356.88	3358.73	495.77	1162.32	29.52	319.27	1782.68	96.27	4777.23	1957.32	82.25	94.0	2042.2	184.02	1695.0	1809.72	4.0	19327.5	1699.8	2823.48	2003.29	1471.6	1195.52	1304.98	1502.48	517.25	1100.52	1814.88	1109.98	1663.27	943.22	366.02	1725.75	1757.32	426.0	1330.02	726.0	704.77	398.68	557.3199999999999	68.98	861.23	2618.68	25.98	1023.27	264.0	436.0	1734.27	2149.2	335.23	1341.75	1628.68	298.5	2081.02	786.3199999999999	1100.52
